customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3832-['T' 'X' 'E' 'B' 'F'],Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.24,342.94,Yes
6569-['M' 'K' 'K' 'P' 'K'],Female,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),58.94,2701.31,No
2906-['O' 'Y' 'W' 'W' 'P'],Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,61.34, ,Yes
7238-['K' 'V' 'P' 'H' 'D'],Male,1,No,Yes,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.35,455.98,Yes
9472-['C' 'C' 'R' 'Z' 'S'],Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.54,413.18,Yes
8570-['U' 'E' 'R' 'J' 'V'],Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,124.22,Yes
7981-['A' 'E' 'I' 'L' 'Z'],Male,0,No,No,67,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.21,4350.49,Yes
3593-['Q' 'N' 'Z' 'M' 'I'],Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1249.10,No
7937-['Y' 'O' 'Y' 'V' 'O'],Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,1114.02,No
7493-['K' 'P' 'Q' 'Z' 'D'],Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,815.11,No
2276-['T' 'O' 'O' 'X' 'V'],Female,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.06,172.19,Yes
9717-['Z' 'W' 'N' 'X' 'B'],Female,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.53,621.44,Yes
1364-['Z' 'N' 'X' 'S' 'G'],Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),77.56,1170.54,No
6122-['O' 'W' 'N' 'K' 'O'],Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),72.48,4643.27,No
2531-['M' 'R' 'Z' 'F' 'C'],Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.79,834.21,Yes
2906-['O' 'Y' 'W' 'E' 'J'],Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),72.67,5163.29,Yes
2062-['Y' 'Q' 'G' 'V' 'Z'],Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,84.71,5513.77,Yes
1125-['L' 'Y' 'Q' 'M' 'T'],Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1279.82,No
7168-['D' 'J' 'C' 'I' 'M'],Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),79.98,2496.92,No
7371-['O' 'V' 'B' 'O' 'H'],Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),56.18,2548.59,No
7891-['S' 'J' 'I' 'E' 'F'],Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,230.07,No
3739-['Z' 'B' 'X' 'M' 'F'],Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.49,4403.48,Yes
4812-['Y' 'A' 'U' 'V' 'U'],Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.1,5261.11,Yes
2733-['F' 'W' 'P' 'D' 'K'],Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25, ,No
4517-['X' 'W' 'I' 'W' 'C'],Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,77.62,1004.18,No
9434-['H' 'E' 'D' 'X' 'F'],Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.7,1057.68,Yes
8489-['T' 'K' 'D' 'O' 'F'],Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,71.66,5081.21,No
1117-['Q' 'X' 'F' 'S' 'Y'],Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,73.26,212.33,Yes
5289-['O' 'K' 'H' 'Z' 'S'],Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.64,1342.20,No
7316-['L' 'E' 'F' 'Z' 'V'],Male,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.82,719.42,Yes
9915-['A' 'T' 'Q' 'L' 'O'],Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.68,6859.61,Yes
3048-['Z' 'N' 'F' 'E' 'K'],Female,0,No,No,34,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.24,1699.49,Yes
7988-['K' 'C' 'A' 'F' 'R'],Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.28,647.65,Yes
1009-['E' 'W' 'J' 'L' 'B'],Female,0,No,Yes,58,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),87.91,5101.75,Yes
3060-['H' 'B' 'T' 'A' 'E'],Male,0,No,No,67,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,44.36,2975.25,No
3832-['I' 'K' 'O' 'X' 'F'],Female,0,Yes,No,32,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,49.6,1602.86,No
4490-['Q' 'E' 'L' 'R' 'N'],Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),83.66,4941.60,No
2908-['X' 'K' 'I' 'B' 'L'],Female,0,No,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.58,251.74,Yes
9162-['C' 'A' 'H' 'V' 'H'],Female,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.06,1552.30,No
7413-['C' 'U' 'E' 'E' 'S'],Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.22,48.83,No
8546-['N' 'Z' 'D' 'Y' 'M'],Male,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.6,366.21,Yes
2065-['Y' 'R' 'H' 'H' 'G'],Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,76.42,1000.63,Yes
7943-['S' 'F' 'A' 'W' 'O'],Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,39.89,140.43,Yes
3712-['Q' 'A' 'O' 'W' 'B'],Female,0,No,No,25,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.98,1718.29,Yes
2997-['U' 'H' 'H' 'S' 'G'],Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),84.88,2626.58,No
2970-['F' 'F' 'C' 'G' 'S'],Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.61,730.22,No
9135-['J' 'T' 'O' 'O' 'A'],Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,18.25,No
9669-['G' 'D' 'F' 'Y' 'A'],Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,88.36,627.73,Yes
1950-['A' 'D' 'V' 'B' 'J'],Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,87.27,5665.36,No
5612-['J' 'A' 'V' 'F' 'M'],Female,0,Yes,Yes,65,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,69.91,4539.71,No
8326-['O' 'D' 'M' 'X' 'T'],Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.74,325.72,No
8863-['O' 'H' 'E' 'O' 'D'],Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.52,1833.43,Yes
3891-['M' 'B' 'S' 'S' 'D'],Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.48,132.78,Yes
1793-['K' 'E' 'T' 'K' 'J'],Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.62,1218.97,No
7166-['O' 'Z' 'N' 'K' 'L'],Female,1,No,No,70,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,43.79,3070.89,No
8783-['R' 'Y' 'A' 'O' 'H'],Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.47,696.35,Yes
1827-['K' 'L' 'L' 'D' 'P'],Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.87,4429.45,No
4876-['H' 'J' 'Q' 'Z' 'I'],Male,0,No,No,20,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.6,1010.52,No
6109-['S' 'N' 'H' 'I' 'V'],Male,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.31, ,Yes
2792-['N' 'E' 'U' 'Z' 'N'],Female,0,No,No,46,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),51.41,2370.64,No
4030-['Y' 'A' 'V' 'W' 'S'],Female,0,No,No,26,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,62.73,1633.30,No
6031-['O' 'U' 'O' 'I' 'U'],Female,0,Yes,No,63,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,67.0,4226.52,No
9393-['T' 'Y' 'U' 'Z' 'I'],Male,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,57.78,3575.22,No
8970-['T' 'Y' 'Z' 'K' 'F'],Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,74.53,5222.26,No
9577-['G' 'R' 'B' 'Q' 'K'],Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.18,1981.44,Yes
5971-['S' 'V' 'X' 'Y' 'G'],Male,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),72.03,2450.76,Yes
6299-['F' 'U' 'X' 'A' 'Q'],Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.46,1795.65,Yes
5380-['K' 'V' 'Z' 'R' 'U'],Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,264.64,No
1966-['Q' 'T' 'I' 'Q' 'T'],Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),73.31,3687.66,Yes
4701-['V' 'H' 'Q' 'G' 'A'],Male,0,Yes,No,66,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),54.49,3583.93,No
2759-['M' 'W' 'S' 'X' 'S'],Female,1,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.08,211.80,Yes
3079-['Q' 'M' 'P' 'H' 'S'],Male,1,Yes,No,71,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),44.68,3216.58,No
3065-['A' 'N' 'S' 'O' 'R'],Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),73.08,4032.91,Yes
7645-['Q' 'R' 'F' 'S' 'D'],Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.66,5508.60,Yes
7016-['H' 'W' 'G' 'C' 'J'],Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,81.29,5777.63,No
2481-['S' 'N' 'B' 'A' 'W'],Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.87,3362.86,Yes
1054-['R' 'G' 'H' 'A' 'Y'],Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.34,83.34,Yes
6954-['X' 'W' 'H' 'V' 'Y'],Female,0,Yes,Yes,64,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),46.85,2965.81,No
4310-['E' 'C' 'S' 'A' 'O'],Male,0,No,Yes,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.98,6196.28,Yes
8970-['X' 'N' 'X' 'N' 'K'],Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,102.67,Yes
5547-['T' 'E' 'V' 'U' 'N'],Female,0,Yes,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.16, ,Yes
1822-['P' 'R' 'G' 'J' 'G'],Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,57.31,241.03,Yes
3198-['U' 'S' 'P' 'S' 'D'],Male,1,Yes,No,16,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,67.01,1079.81,No
2308-['R' 'B' 'A' 'O' 'E'],Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,82.83,5715.23,Yes
7035-['K' 'J' 'B' 'C' 'W'],Female,1,No,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.49, ,Yes
5491-['T' 'E' 'E' 'F' 'I'],Female,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.61,1318.29,No
8083-['C' 'T' 'Z' 'V' 'L'],Female,0,No,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),52.02,3459.79,No
3679-['N' 'W' 'Q' 'R' 'S'],Male,0,No,Yes,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,53.62,3479.83,No
3573-['I' 'H' 'B' 'M' 'Y'],Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,18.25,No
8368-['V' 'V' 'K' 'N' 'D'],Female,0,No,No,55,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,42.53,2300.98,No
7809-['Z' 'M' 'B' 'W' 'E'],Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,6475.32,Yes
1074-['F' 'R' 'U' 'J' 'D'],Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.91,254.67,Yes
9232-['F' 'B' 'Q' 'E' 'Y'],Female,0,No,Yes,0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.77, ,Yes
8141-['Z' 'L' 'W' 'U' 'J'],Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.73,1337.67,No
1341-['U' 'Y' 'F' 'H' 'B'],Female,1,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),78.7,4016.32,No
7136-['U' 'G' 'J' 'M' 'Q'],Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),79.32,4022.32,Yes
3969-['U' 'Z' 'N' 'B' 'V'],Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.74,1554.11,No
2386-['A' 'S' 'U' 'D' 'S'],Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),98.28,6203.16,Yes
5124-['U' 'K' 'H' 'K' 'D'],Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.48,1565.73,Yes
9378-['G' 'H' 'C' 'V' 'B'],Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.95,718.99,No
5150-['O' 'X' 'V' 'V' 'E'],Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,60.38,230.50,Yes
8479-['A' 'Z' 'D' 'O' 'T'],Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.47,978.62,Yes
2762-['T' 'K' 'Q' 'M' 'K'],Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.65,2736.19,Yes
1481-['I' 'Z' 'B' 'U' 'I'],Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.16,585.62,Yes
3343-['Q' 'A' 'Y' 'K' 'H'],Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.75,1510.57,No
7185-['Y' 'G' 'C' 'C' 'R'],Male,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),54.22, ,Yes
2252-['L' 'L' 'S' 'F' 'B'],Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,48.02,2167.65,No
7667-['S' 'E' 'L' 'Q' 'Q'],Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.93,5106.21,No
1329-['Y' 'W' 'Q' 'O' 'L'],Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1097.28,No
2341-['P' 'X' 'S' 'H' 'U'],Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),60.24,3073.33,No
2750-['E' 'V' 'P' 'F' 'H'],Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,444.33,No
7609-['Y' 'L' 'O' 'Z' 'I'],Female,1,No,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,6646.99,Yes
9044-['Z' 'O' 'J' 'P' 'G'],Female,0,Yes,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.9,1133.23,Yes
9592-['W' 'Z' 'U' 'V' 'Z'],Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.32,1567.32,No
1390-['N' 'O' 'U' 'G' 'I'],Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,81.49,5637.02,Yes
9007-['R' 'W' 'R' 'T' 'G'],Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,37.47,No
4042-['R' 'J' 'G' 'Q' 'N'],Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),72.78,5094.58,No
4223-['C' 'L' 'M' 'B' 'C'],Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,74.87,4783.68,No
3983-['Z' 'W' 'W' 'L' 'G'],Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.53,1008.69,No
8694-['X' 'Q' 'D' 'V' 'Y'],Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),78.12,1712.69,Yes
8564-['R' 'A' 'P' 'M' 'J'],Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.08,4130.82,Yes
9502-['C' 'J' 'B' 'W' 'M'],Male,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.37,89.37,Yes
4810-['G' 'N' 'T' 'Q' 'U'],Female,0,Yes,No,28,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,39.85,1109.48,No
1271-['X' 'L' 'O' 'Y' 'J'],Male,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),61.23,3828.50,No
8069-['Y' 'G' 'T' 'E' 'A'],Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.41,5432.63,Yes
4760-['C' 'M' 'N' 'X' 'R'],Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.12,477.51,Yes
7467-['R' 'E' 'Y' 'P' 'A'],Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.75,25.72,No
9173-['O' 'I' 'O' 'Q' 'Y'],Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.85,1486.02,No
8511-['D' 'L' 'Z' 'E' 'E'],Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,507.08,No
5805-['G' 'X' 'N' 'X' 'K'],Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),79.57,314.17,Yes
2868-['B' 'Y' 'G' 'T' 'D'],Female,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,56.74,90.63,Yes
6690-['H' 'T' 'V' 'U' 'S'],Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.83,1213.43,No
4564-['N' 'J' 'K' 'B' 'Y'],Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.65,3107.21,No
3265-['I' 'Q' 'Z' 'C' 'X'],Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,1256.80,No
4845-['E' 'E' 'V' 'O' 'W'],Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.1, ,Yes
3736-['I' 'C' 'T' 'Z' 'Q'],Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,68.2,4651.65,No
8657-['C' 'R' 'R' 'Q' 'X'],Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,69.61,4726.99,Yes
9194-['C' 'F' 'M' 'X' 'O'],Female,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.62,1515.68,No
5675-['N' 'E' 'B' 'K' 'I'],Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,71.5,135.86,Yes
8490-['I' 'C' 'Y' 'B' 'L'],Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),92.3,6449.16,Yes
1954-['B' 'X' 'O' 'F' 'H'],Male,0,No,Yes,2,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.96,180.46,Yes
6370-['E' 'P' 'Z' 'R' 'F'],Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),58.51,2598.89,No
9228-['P' 'M' 'E' 'M' 'Q'],Male,1,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.62,1805.72,Yes
6233-['H' 'M' 'S' 'Z' 'C'],Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,84.91,5590.96,Yes
2591-['H' 'B' 'H' 'M' 'M'],Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.02,766.37,No
